,Date,Open,High,Low,Close,Adj Close,Volume
0,2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.84504318237305,148158800
1,2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.075401306152344,365248800
2,2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.06499862670898,35.530052185058594,234428400
3,2019-01-07,37.17499923706055,37.20750045776367,36.47499847412109,36.98249816894531,35.45096969604492,219111200
4,2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.12677383422852,164101200
5,2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.740264892578125,180396400
6,2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.85768508911133,143122800
7,2019-01-11,38.220001220703125,38.42499923706055,37.87749862670898,38.0724983215332,36.49583053588867,108092800
8,2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.9470329284668,129756800
9,2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.68275451660156,114843600
10,2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.13089370727539,122278800
11,2019-01-17,38.54999923706055,39.415000915527344,38.31499862670898,38.96500015258789,37.35137176513672,119284800
12,2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.58142852783203,135004000
13,2019-01-22,39.102500915527344,39.182498931884766,38.15499877929688,38.32500076293945,36.73786926269531,121576000
14,2019-01-23,38.53749847412109,38.78499984741211,37.92499923706055,38.47999954223633,36.8864631652832,92522400
15,2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.59408950805664,101766000
16,2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.43999862670898,37.80669784545898,134142000
17,2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.45681381225586,104768400
18,2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.06858825683594,166348800
19,2019-01-30,40.8125,41.53749847412109,40.057498931884766,41.3125,39.601654052734375,244439200
20,2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.886837005615234,162958400
21,2019-02-01,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,39.906005859375,130672400
22,2019-02-04,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,41.03953170776367,125982000
23,2019-02-05,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.74169921875,144406400
24,2019-02-06,43.66249847412109,43.89250183105469,43.212501525878906,43.560001373291016,41.75608444213867,112958400
25,2019-02-07,43.09999847412109,43.48500061035156,42.584999084472656,42.73500061035156,40.96524429321289,126966800
26,2019-02-08,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,41.01338577270508,95280000
27,2019-02-11,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.77751922607422,83973600
28,2019-02-12,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.128902435302734,89134000
29,2019-02-13,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,40.95802688598633,89960800
30,2019-02-14,42.4275016784668,42.81499862670898,42.345001220703125,42.70000076293945,41.10724639892578,87342800
31,2019-02-15,42.8125,42.92499923706055,42.4375,42.60499954223633,41.01579284667969,98507200
32,2019-02-19,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.13853073120117,75891200
33,2019-02-20,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.40327453613281,104457600
34,2019-02-21,42.95000076293945,43.09249877929688,42.57500076293945,42.76499938964844,41.16981506347656,68998800
35,2019-02-22,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.629512786865234,75652800
